date,location,location2,vial,datevial,acclimgroup,species,genus,specacc,locspec,treatment,Ctmax,mass,logmass,Ctmax_corr,locgroup,Lat
6222016,Bodega,Bodega,12,6222016 12,17,D. fulva,Doriopsilla,D. fulva 17,Bodega D. fulva,Bodega D. fulva 17,29.7,469.4,2.671543085,0.063272262,Bodega 17,38.37
6222016,Bodega,Bodega,14,6222016 14,17,D. fulva,Doriopsilla,D. fulva 17,Bodega D. fulva,Bodega D. fulva 17,29.7,2380.8,3.376722914,0.012474798,Bodega 17,38.37
,Bodega,Bodega,2, 2,17,H. crassicornis,Hermissenda,H. crassicornis 17,Bodega H. crassicornis,Bodega H. crassicornis 17,26.8,64,1.806179974,0.41875,Bodega 17,38.37
,Bodega,Bodega,16, 16,13,H. crassicornis,Hermissenda,H. crassicornis 13,Bodega H. crassicornis,Bodega H. crassicornis 13,27,62.6,1.796574333,0.431309904,Bodega 13,38.37
,Bodega,Bodega,19, 19,17,H. crassicornis,Hermissenda,H. crassicornis 17,Bodega H. crassicornis,Bodega H. crassicornis 17,28.5,25.4,1.404833717,1.122047244,Bodega 17,38.37
,Bodega,Bodega,7, 7,17,H. crassicornis,Hermissenda,H. crassicornis 17,Bodega H. crassicornis,Bodega H. crassicornis 17,28.5,98.3,1.992553518,0.289928789,Bodega 17,38.37
,Bodega,Bodega,22, 22,17,H. crassicornis,Hermissenda,H. crassicornis 17,Bodega H. crassicornis,Bodega H. crassicornis 17,31.2,76.5,1.883661435,0.407843137,Bodega 17,38.37
,Bodega,Bodega,15, 15,13,H. crassicornis,Hermissenda,H. crassicornis 13,Bodega H. crassicornis,Bodega H. crassicornis 13,31.2,116.4,2.06595298,0.268041237,Bodega 13,38.37
,Bodega,Bodega,11, 11,13,H. crassicornis,Hermissenda,H. crassicornis 13,Bodega H. crassicornis,Bodega H. crassicornis 13,31.2,24,1.380211242,1.3,Bodega 13,38.37
,Bodega,Bodega,6, 6,13,H. crassicornis,Hermissenda,H. crassicornis 13,Bodega H. crassicornis,Bodega H. crassicornis 13,32.4,69.7,1.843232778,0.464849354,Bodega 13,38.37
,Bodega,Bodega,12, 12,13,H. crassicornis,Hermissenda,H. crassicornis 13,Bodega H. crassicornis,Bodega H. crassicornis 13,32.4,170.3,2.231214648,0.190252496,Bodega 13,38.37
6172016,Avila,Avila,15,6172016 15,13,H. crassicornis,Hermissenda,H. crassicornis 13,Avila H. crassicornis,Avila H. crassicornis 13,27.5,703.8,2.847449262,0.0390736,Avila 13,35.18
6172016,Avila,Avila,2,6172016 2,13,H. crassicornis,Hermissenda,H. crassicornis 13,Avila H. crassicornis,Avila H. crassicornis 13,29.6,20.3,1.307496038,1.458128079,Avila 13,35.18
6172016,Avila,Avila,5,6172016 5,13,P. hiltoni,Phidiana,P. hiltoni 13,Avila P. hiltoni,Avila P. hiltoni 13,30.8,298.1,2.474361976,0.103321033,Avila 13,35.18
6172016,Avila,Avila,14,6172016 14,13,H. crassicornis,Hermissenda,H. crassicornis 13,Avila H. crassicornis,Avila H. crassicornis 13,29.1,24.3,1.385606274,1.197530864,Avila 13,35.18
6172016,Avila,Avila,4,6172016 4,13,H. crassicornis,Hermissenda,H. crassicornis 13,Avila H. crassicornis,Avila H. crassicornis 13,26.9,414.3,2.617314933,0.064928796,Avila 13,35.18
6172016,Avila,Avila,16,6172016 16,13,H. crassicornis,Hermissenda,H. crassicornis 13,Avila H. crassicornis,Avila H. crassicornis 13,28.6,318.1,2.502563669,0.089908834,Avila 13,35.18
6192016,Avila,Avila,22,6192016 22,17,P. hiltoni,Phidiana,P. hiltoni 17,Avila P. hiltoni,Avila P. hiltoni 17,33.6,224,2.350248018,0.15,Avila 17,35.18
6192016,Avila,Avila,5,6192016 5,17,H. crassicornis,Hermissenda,H. crassicornis 17,Avila H. crassicornis,Avila H. crassicornis 17,28.4,392.1,2.593396842,0.072430502,Avila 17,35.18
6192016,Avila,Avila,2,6192016 2,17,H. crassicornis,Hermissenda,H. crassicornis 17,Avila H. crassicornis,Avila H. crassicornis 17,30.9,72.8,1.862131379,0.424450549,Avila 17,35.18
6192016,Avila,Avila,16,6192016 16,17,H. crassicornis,Hermissenda,H. crassicornis 17,Avila H. crassicornis,Avila H. crassicornis 17,30.5,14.7,1.167317335,2.074829932,Avila 17,35.18
6192016,Avila,Avila,9,6192016 9,17,H. crassicornis,Hermissenda,H. crassicornis 17,Avila H. crassicornis,Avila H. crassicornis 17,29.3,196.9,2.294245716,0.148806501,Avila 17,35.18
6192016,Avila,Avila,14,6192016 14,17,H. crassicornis,Hermissenda,H. crassicornis 17,Avila H. crassicornis,Avila H. crassicornis 17,30.5,33.8,1.5289167,0.902366864,Avila 17,35.18
7092016,Bodega,BodegaBeach,7,7092016 7,13,D. picta,Dirona,D. picta 13,Bodega D. picta,Bodega D. picta 13,29.4,244.6,2.388456453,0.120196239,Bodega 13,38.37
7092016,Bodega,BodegaBeach,14,7092016 14,13,H. crassicornis,Hermissenda,H. crassicornis 13,Bodega H. crassicornis,Bodega H. crassicornis 13,28.1,138.8,2.142389466,0.202449568,Bodega 13,38.37
7092016,Bodega,BodegaBeach,22,7092016 22,13,T. maculata,Triopha,T. maculata 13,Bodega T. maculata,Bodega T. maculata 13,30.3,202.3,2.305995883,0.149777558,Bodega 13,38.37
7092016,Bodega,BodegaBeach,2,7092016 2,13,T. maculata,Triopha,T. maculata 13,Bodega T. maculata,Bodega T. maculata 13,30.2,87.6,1.942504106,0.344748858,Bodega 13,38.37
7092016,Bodega,BodegaBeach,9,7092016 9,13,T. maculata,Triopha,T. maculata 13,Bodega T. maculata,Bodega T. maculata 13,29.4,288.1,2.459543258,0.1020479,Bodega 13,38.37
7092016,Bodega,BodegaBeach,21,7092016 21,13,T. maculata,Triopha,T. maculata 13,Bodega T. maculata,Bodega T. maculata 13,29.7,36.3,1.559906625,0.818181818,Bodega 13,38.37
7092016,Bodega,BodegaBeach,16,7092016 16,13,T. maculata,Triopha,T. maculata 13,Bodega T. maculata,Bodega T. maculata 13,29.7,48.4,1.684845362,0.613636364,Bodega 13,38.37
7092016,Bodega,BodegaBeach,6,7092016 6,13,D. fulva,Doriopsilla,D. fulva 13,Bodega D. fulva,Bodega D. fulva 13,28.1,1948.9,3.289789556,0.01441839,Bodega 13,38.37
7092016,Bodega,BodegaBeach,4,7092016 4,13,D. albopunctata,Doriopsilla,D. albopunctata 13,Bodega D. albopunctata,Bodega D. albopunctata 13,29,418.4,2.621591676,0.069311663,Bodega 13,38.37
7092016,Bodega,BodegaBeach,19,7092016 19,13,D. fulva,Doriopsilla,D. fulva 13,Bodega D. fulva,Bodega D. fulva 13,28.3,167.7,2.224533063,0.168753727,Bodega 13,38.37
7092016,Bodega,BodegaBeach,18,7092016 18,13,D. fulva,Doriopsilla,D. fulva 13,Bodega D. fulva,Bodega D. fulva 13,28.1,714,2.853698212,0.039355742,Bodega 13,38.37
7092016,Bodega,BodegaBeach,1,7092016 1,13,D. fulva,Doriopsilla,D. fulva 13,Bodega D. fulva,Bodega D. fulva 13,29.7,77.7,1.890421019,0.382239382,Bodega 13,38.37
7092016,Bodega,BodegaBeach,5,7092016 5,13,D. fulva,Doriopsilla,D. fulva 13,Bodega D. fulva,Bodega D. fulva 13,28.1,780.3,2.892261607,0.03601179,Bodega 13,38.37
7102016,Bodega,BodegaBeach,5,7102016 5,13,O. rosacea,Okenia,O. rosacea 13,Bodega O. rosacea,Bodega O. rosacea 13,33.9,475.4,2.677059177,0.071308372,Bodega 13,38.37
7102016,Bodega,BodegaBeach,15,7102016 15,13,O. rosacea,Okenia,O. rosacea 13,Bodega O. rosacea,Bodega O. rosacea 13,33.4,247.5,2.393575203,0.134949495,Bodega 13,38.37
7102016,Bodega,BodegaBeach,12,7102016 12,13,O. rosacea,Okenia,O. rosacea 13,Bodega O. rosacea,Bodega O. rosacea 13,34.4,185.7,2.268811904,0.185245019,Bodega 13,38.37
7102016,Bodega,BodegaBeach,19,7102016 19,13,O. rosacea,Okenia,O. rosacea 13,Bodega O. rosacea,Bodega O. rosacea 13,34.3,452.7,2.655810494,0.075767617,Bodega 13,38.37
7102016,Bodega,BodegaBeach,14,7102016 14,13,O. rosacea,Okenia,O. rosacea 13,Bodega O. rosacea,Bodega O. rosacea 13,29.6,369.9,2.568084331,0.080021627,Bodega 13,38.37
7102016,Bodega,BodegaBeach,22,7102016 22,13,O. rosacea,Okenia,O. rosacea 13,Bodega O. rosacea,Bodega O. rosacea 13,30.7,169.8,2.229937686,0.180800942,Bodega 13,38.37
7102016,Bodega,BodegaBeach,11,7102016 11,13,O. rosacea,Okenia,O. rosacea 13,Bodega O. rosacea,Bodega O. rosacea 13,29.8,437.2,2.640680153,0.068161025,Bodega 13,38.37
7102016,Bodega,BodegaBeach,2,7102016 2,13,O. rosacea,Okenia,O. rosacea 13,Bodega O. rosacea,Bodega O. rosacea 13,31.7,193.9,2.287577809,0.163486333,Bodega 13,38.37
7102016,Bodega,BodegaBeach,7,7102016 7,13,O. rosacea,Okenia,O. rosacea 13,Bodega O. rosacea,Bodega O. rosacea 13,33.7,73.6,1.866877814,0.457880435,Bodega 13,38.37
7102016,Bodega,BodegaBeach,9,7102016 9,13,O. rosacea,Okenia,O. rosacea 13,Bodega O. rosacea,Bodega O. rosacea 13,29.3,439,2.64246452,0.066742597,Bodega 13,38.37
7102016,Bodega,BodegaBeach,4,7102016 4,13,O. rosacea,Okenia,O. rosacea 13,Bodega O. rosacea,Bodega O. rosacea 13,29.3,405,2.607455023,0.072345679,Bodega 13,38.37
7102016,Bodega,BodegaBeach,18,7102016 18,13,O. rosacea,Okenia,O. rosacea 13,Bodega O. rosacea,Bodega O. rosacea 13,31.6,323.6,2.510008513,0.097651422,Bodega 13,38.37
7102016,Bodega,BodegaBeach,16,7102016 16,13,O. rosacea,Okenia,O. rosacea 13,Bodega O. rosacea,Bodega O. rosacea 13,31.6,206,2.31386722,0.153398058,Bodega 13,38.37
7102016,Bodega,BodegaBeach,6,7102016 6,13,O. rosacea,Okenia,O. rosacea 13,Bodega O. rosacea,Bodega O. rosacea 13,31.8,295.4,2.470410491,0.107650643,Bodega 13,38.37
